lead_id,age,gender,platform,ad_type,interest_level,time_to_contact_hours,num_followups,product_category,lead_source,converted
668,18,Female,Instagram,Carousel,Medium,10.85,2,Health,Paid,1
669,38,Male,TikTok,Carousel,Medium,2.49,3,Finance,Organic,1
670,23,Female,TikTok,Image,Low,2.97,1,Health,Paid,0
671,45,Male,Instagram,Carousel,Low,7.04,4,Finance,Organic,1
672,34,Female,TikTok,Video,Low,8.41,4,Finance,Paid,1
673,22,Male,Instagram,Video,Low,18.12,4,Finance,Paid,0
674,48,Female,Instagram,Image,Medium,27.23,4,Finance,Paid,1
675,22,Male,Facebook,Video,Low,21.56,4,Finance,Organic,1
676,55,Male,Facebook,Image,Medium,3.85,4,Beauty,Paid,1
677,20,Male,TikTok,Image,High,4.53,0,Finance,Organic,1
678,40,Male,TikTok,Video,Medium,50.64,2,Beauty,Paid,0
679,54,Female,Instagram,Carousel,High,19.61,4,Finance,Paid,1
680,54,Female,TikTok,Video,Medium,48.95,2,Beauty,Paid,1
681,27,Male,Instagram,Video,Medium,11.15,4,Beauty,Paid,0
682,27,Female,Instagram,Image,High,22.87,3,Health,Paid,1
683,36,Male,TikTok,Video,Low,17.8,4,Finance,Organic,1
684,34,Male,Instagram,Image,High,9.22,1,Health,Organic,0
685,38,Female,Facebook,Carousel,Low,15.23,0,Health,Organic,0
686,31,Male,TikTok,Carousel,Medium,16.76,3,Finance,Paid,0
687,26,Male,Facebook,Carousel,Low,5.38,3,Health,Paid,1
688,18,Female,TikTok,Video,Medium,9.08,1,Finance,Organic,0
689,30,Male,Instagram,Image,Medium,37.62,4,Health,Paid,0
690,21,Male,TikTok,Carousel,Medium,59.39,0,Finance,Paid,0
691,18,Male,Facebook,Image,Low,10.7,3,Finance,Paid,0
692,57,Male,Instagram,Image,Low,8.8,0,Finance,Organic,0
693,49,Female,TikTok,Carousel,Low,5.21,3,Beauty,Organic,0
694,51,Female,TikTok,Carousel,Low,27.23,4,Health,Organic,0
695,45,Female,TikTok,Image,High,9.37,3,Beauty,Organic,1
696,48,Male,Facebook,Carousel,Low,105.65,3,Health,Organic,0
697,25,Male,Facebook,Image,High,9.46,2,Health,Paid,1
698,56,Female,TikTok,Image,High,12.03,4,Health,Paid,0
699,43,Male,Instagram,Carousel,Low,22.19,1,Beauty,Paid,0
700,51,Male,Instagram,Video,Medium,38.83,1,Health,Paid,0
701,20,Male,Facebook,Carousel,Low,15.22,4,Beauty,Organic,0
702,29,Male,Instagram,Video,Low,13.18,1,Finance,Organic,0
703,18,Female,Facebook,Image,Low,130.43,4,Health,Paid,0
704,22,Female,TikTok,Image,Medium,0.25,1,Health,Organic,0
705,47,Female,Facebook,Video,Medium,54.11,2,Finance,Paid,1
706,47,Male,Facebook,Image,Medium,3.88,1,Finance,Paid,1
707,34,Female,TikTok,Video,Medium,36.99,3,Health,Paid,0
708,40,Female,Instagram,Video,Low,23.09,4,Finance,Paid,0
709,32,Male,Facebook,Image,Medium,10.04,0,Beauty,Organic,1
710,54,Male,Facebook,Video,Medium,49.69,0,Beauty,Paid,0
711,38,Female,TikTok,Carousel,Low,0.31,4,Health,Organic,0
712,31,Female,Instagram,Carousel,Low,6.17,2,Beauty,Paid,1
713,19,Female,Facebook,Image,Medium,20.08,1,Beauty,Paid,0
714,28,Female,TikTok,Image,Low,10.4,2,Health,Paid,0
715,56,Male,Facebook,Video,Medium,22.62,0,Finance,Paid,0
716,55,Female,TikTok,Video,Low,0.59,4,Health,Organic,0
717,51,Female,Instagram,Video,Low,2.97,4,Beauty,Paid,0
718,55,Male,Instagram,Video,Low,3.26,2,Health,Organic,0
719,51,Female,Instagram,Carousel,Low,5.04,2,Health,Paid,0
720,35,Male,Instagram,Carousel,Medium,14.76,1,Beauty,Paid,0
721,47,Male,Facebook,Image,Medium,33.48,3,Beauty,Paid,0
722,32,Male,Facebook,Video,Medium,56.63,3,Health,Organic,1
723,44,Female,Instagram,Video,High,43.3,1,Beauty,Paid,1
724,51,Female,Instagram,Image,Medium,5.26,3,Beauty,Paid,0
725,55,Male,Instagram,Video,Medium,13.97,0,Beauty,Paid,0
726,50,Female,Facebook,Video,Low,5.34,3,Beauty,Paid,0
727,41,Female,Instagram,Video,Medium,7.37,1,Beauty,Paid,0
728,32,Male,Instagram,Video,Medium,16.81,3,Beauty,Organic,0
729,47,Male,Instagram,Video,Low,1.69,4,Finance,Organic,1
730,59,Female,TikTok,Image,Medium,5.91,2,Health,Paid,1
731,34,Male,Instagram,Video,Low,65.74,0,Beauty,Paid,0
732,22,Female,TikTok,Image,Medium,15.06,4,Health,Organic,0
733,46,Female,TikTok,Video,High,14.15,4,Finance,Paid,0
734,21,Female,Instagram,Carousel,High,0.35,1,Beauty,Organic,1
735,27,Female,TikTok,Carousel,Medium,6.82,2,Health,Paid,1
736,34,Male,Instagram,Carousel,Medium,48.29,2,Beauty,Paid,0
737,27,Male,Facebook,Carousel,Medium,4.32,0,Beauty,Organic,1
738,34,Male,Facebook,Image,Medium,12.87,1,Beauty,Paid,0
739,37,Male,Facebook,Image,Low,0.35,0,Beauty,Organic,1
740,41,Female,Facebook,Video,Medium,15.62,3,Beauty,Organic,1
741,22,Female,TikTok,Carousel,Medium,0.51,4,Beauty,Organic,1
742,51,Male,Instagram,Image,High,41.1,0,Beauty,Paid,1
743,23,Female,Instagram,Video,Medium,41.81,4,Finance,Organic,0
744,19,Female,Instagram,Video,Medium,37.2,1,Finance,Organic,1
745,30,Female,Facebook,Image,Medium,8.0,3,Beauty,Paid,1
746,28,Male,Facebook,Carousel,Medium,43.57,1,Beauty,Paid,0
747,40,Male,Instagram,Video,Medium,18.79,3,Finance,Paid,0
748,33,Male,Facebook,Carousel,Low,11.23,3,Finance,Paid,0
749,48,Female,Instagram,Carousel,Medium,23.56,4,Finance,Paid,1
750,28,Male,Instagram,Carousel,High,0.3,1,Beauty,Paid,1
751,33,Male,Instagram,Video,Medium,3.7,1,Health,Organic,1
752,25,Male,Instagram,Carousel,Low,32.54,0,Health,Paid,0
753,21,Male,Instagram,Video,Medium,6.72,1,Health,Organic,1
754,57,Male,Instagram,Carousel,High,21.87,0,Health,Paid,0
755,21,Male,Instagram,Video,Low,11.67,2,Beauty,Organic,0
756,42,Female,Facebook,Carousel,Medium,46.31,2,Health,Organic,0
757,20,Female,Instagram,Image,High,73.09,2,Finance,Paid,0
758,49,Male,Instagram,Carousel,Medium,51.61,1,Finance,Paid,0
759,20,Male,Facebook,Carousel,High,7.57,1,Health,Organic,1
760,44,Female,Facebook,Video,Medium,5.18,0,Finance,Paid,0
761,46,Female,Facebook,Video,Medium,15.44,3,Beauty,Paid,1
762,49,Male,Instagram,Carousel,Medium,0.18,0,Health,Organic,0
763,36,Male,TikTok,Image,Low,0.63,2,Health,Organic,0
764,38,Male,TikTok,Image,Low,19.34,0,Beauty,Organic,0
765,22,Male,Facebook,Video,Medium,17.64,3,Finance,Paid,1
766,35,Female,TikTok,Image,Low,125.23,1,Beauty,Paid,0
767,45,Male,Facebook,Carousel,Medium,5.41,0,Beauty,Paid,0
768,59,Male,Instagram,Video,High,7.17,2,Finance,Paid,1
769,39,Male,TikTok,Carousel,High,2.89,2,Beauty,Organic,1
770,38,Male,Instagram,Video,Medium,59.89,1,Finance,Paid,0
771,23,Female,TikTok,Video,High,36.1,0,Finance,Organic,0
772,18,Female,Instagram,Video,Medium,41.47,3,Beauty,Paid,1
773,22,Female,TikTok,Video,Medium,55.93,1,Finance,Paid,0
774,58,Male,Instagram,Image,Low,17.86,0,Beauty,Organic,0
775,29,Male,Instagram,Carousel,Medium,14.4,4,Finance,Paid,0
776,43,Female,TikTok,Carousel,Medium,9.63,2,Health,Paid,0
777,51,Male,Instagram,Carousel,Medium,21.35,3,Finance,Organic,0
778,31,Male,Instagram,Video,Medium,14.54,3,Finance,Paid,0
779,43,Female,Instagram,Image,Low,14.42,3,Beauty,Organic,0
780,44,Female,TikTok,Carousel,Medium,66.32,2,Finance,Organic,0
781,26,Female,TikTok,Image,High,99.29,0,Health,Organic,0
782,43,Female,Instagram,Video,Medium,38.21,1,Health,Organic,0
783,39,Male,Instagram,Carousel,High,33.93,0,Finance,Paid,1
784,47,Male,TikTok,Image,High,27.39,1,Finance,Paid,0
785,34,Female,TikTok,Video,High,4.36,3,Health,Paid,1
786,43,Male,Instagram,Image,High,1.46,0,Beauty,Organic,1
787,53,Female,Instagram,Carousel,High,28.16,3,Health,Paid,1
788,18,Female,Instagram,Carousel,Medium,31.32,4,Health,Paid,0
789,25,Male,Facebook,Video,Low,1.15,3,Finance,Paid,1
790,52,Female,TikTok,Video,Medium,63.16,3,Finance,Paid,1
791,32,Male,Facebook,Video,Medium,2.29,1,Health,Organic,1
792,39,Male,TikTok,Image,Low,8.08,4,Beauty,Organic,0
793,31,Male,TikTok,Image,Low,26.78,3,Health,Paid,1
794,43,Male,TikTok,Image,High,4.47,3,Health,Organic,1
795,45,Female,TikTok,Video,High,1.37,4,Beauty,Paid,1
796,40,Male,TikTok,Carousel,High,9.65,4,Health,Paid,1
797,31,Female,TikTok,Carousel,Medium,34.86,0,Health,Paid,1
798,41,Female,TikTok,Image,Low,12.81,1,Finance,Organic,0
799,19,Female,Facebook,Image,Low,25.4,4,Beauty,Paid,0
800,43,Female,Instagram,Carousel,Low,20.8,4,Finance,Organic,0
801,31,Male,Instagram,Carousel,Low,0.54,2,Finance,Organic,0
802,24,Male,Facebook,Image,Low,107.25,4,Beauty,Paid,0
803,20,Female,Facebook,Image,High,1.02,1,Beauty,Organic,0
804,40,Female,Facebook,Carousel,Medium,82.46,3,Health,Organic,1
805,35,Male,Facebook,Video,Low,19.16,3,Finance,Paid,0
806,55,Female,TikTok,Image,Low,79.23,3,Beauty,Organic,0
807,52,Male,Instagram,Carousel,Medium,2.93,3,Finance,Organic,0
808,32,Female,TikTok,Carousel,Low,16.18,2,Finance,Paid,0
809,42,Male,Instagram,Carousel,High,4.46,4,Beauty,Paid,1
810,54,Female,Instagram,Carousel,Medium,1.26,3,Health,Organic,1
811,45,Female,Facebook,Video,Medium,23.07,0,Finance,Paid,0
812,27,Male,TikTok,Carousel,Low,5.59,3,Beauty,Paid,0
813,56,Female,Facebook,Image,Low,21.26,4,Health,Organic,0
814,34,Female,TikTok,Video,Medium,2.86,3,Finance,Organic,1
815,56,Male,Instagram,Carousel,Medium,9.68,2,Beauty,Paid,1
816,39,Female,Facebook,Video,Medium,36.52,1,Finance,Organic,1
817,43,Male,Facebook,Image,Low,13.79,1,Beauty,Paid,0
818,42,Male,Instagram,Carousel,Medium,23.72,4,Beauty,Paid,1
819,34,Female,Instagram,Image,Medium,25.02,1,Finance,Organic,0
820,30,Female,Instagram,Carousel,High,44.55,1,Finance,Organic,0
821,37,Female,Facebook,Carousel,Low,9.43,0,Beauty,Paid,1
822,42,Female,TikTok,Carousel,Low,27.9,4,Health,Paid,0
823,21,Female,Facebook,Carousel,Medium,78.24,4,Finance,Paid,0
824,27,Female,TikTok,Carousel,Medium,31.45,1,Beauty,Paid,0
825,20,Female,Facebook,Video,Medium,16.15,1,Beauty,Organic,0
826,58,Male,Facebook,Carousel,Medium,23.91,1,Health,Paid,1
827,35,Female,Instagram,Carousel,Medium,32.3,2,Health,Organic,0
828,53,Male,TikTok,Video,High,22.74,3,Health,Organic,1
829,39,Female,Facebook,Video,Medium,0.4,2,Finance,Paid,1
830,51,Female,Facebook,Video,High,5.2,4,Beauty,Organic,1
831,25,Male,Instagram,Video,Medium,39.92,0,Beauty,Organic,1
832,57,Female,Instagram,Video,High,7.64,3,Beauty,Paid,1
833,36,Female,TikTok,Video,High,31.56,0,Health,Organic,0
834,59,Male,Facebook,Carousel,Low,11.17,4,Beauty,Organic,0
835,58,Female,TikTok,Carousel,High,17.71,4,Finance,Paid,0
836,54,Female,Facebook,Image,Low,1.69,0,Health,Paid,0
837,23,Female,TikTok,Carousel,High,4.8,0,Health,Paid,1
838,43,Male,Instagram,Carousel,Medium,75.63,0,Health,Paid,0
839,51,Female,Facebook,Video,Low,53.0,4,Health,Paid,0
840,23,Female,TikTok,Video,Medium,25.35,1,Finance,Paid,0
841,54,Female,Instagram,Carousel,High,14.77,0,Beauty,Paid,1
842,50,Female,Instagram,Image,Low,27.03,3,Finance,Organic,0
843,39,Male,TikTok,Video,Medium,23.13,4,Beauty,Organic,0
844,38,Male,Facebook,Carousel,Medium,20.17,2,Finance,Paid,0
845,23,Female,Facebook,Carousel,High,1.46,2,Health,Organic,1
846,23,Female,Instagram,Image,Medium,24.04,3,Health,Organic,0
847,21,Male,Facebook,Image,Low,35.16,1,Finance,Paid,0
848,47,Male,Facebook,Video,Low,123.11,0,Finance,Organic,0
849,28,Female,Facebook,Image,Medium,0.27,4,Beauty,Paid,1
850,47,Male,Instagram,Carousel,Medium,31.44,0,Finance,Organic,0
851,48,Female,TikTok,Carousel,High,20.36,4,Finance,Paid,1
852,41,Male,Facebook,Image,Low,13.66,2,Beauty,Organic,0
853,26,Male,Instagram,Image,Medium,3.28,0,Beauty,Organic,1
854,20,Male,Instagram,Image,Low,12.63,3,Beauty,Organic,0
855,48,Male,TikTok,Image,Low,10.5,1,Finance,Paid,0
856,57,Female,Facebook,Video,Medium,8.66,3,Beauty,Organic,1
857,54,Male,Facebook,Image,Medium,31.5,1,Health,Organic,0
858,53,Male,TikTok,Video,Medium,28.95,0,Health,Paid,0
859,41,Female,TikTok,Carousel,High,21.34,0,Health,Paid,0
860,48,Male,Instagram,Image,Medium,66.99,1,Finance,Organic,0
861,23,Male,Instagram,Video,High,10.33,2,Health,Organic,1
862,19,Female,TikTok,Image,High,6.71,4,Finance,Organic,1
863,37,Male,Facebook,Carousel,Medium,25.6,3,Finance,Organic,1
864,45,Female,Instagram,Carousel,High,5.32,3,Health,Paid,1
865,28,Female,Instagram,Carousel,Medium,9.08,3,Beauty,Organic,1
866,21,Female,Facebook,Image,Low,6.11,0,Finance,Organic,0
867,32,Female,Instagram,Image,Medium,1.72,3,Health,Paid,1
868,23,Male,Facebook,Video,Low,42.18,4,Finance,Organic,0
869,47,Female,Facebook,Carousel,Medium,7.05,4,Beauty,Organic,0
870,55,Male,Facebook,Image,Medium,15.37,1,Beauty,Organic,0
871,19,Male,TikTok,Carousel,Low,1.06,0,Health,Paid,0
872,32,Male,TikTok,Carousel,Low,28.84,4,Finance,Paid,0
873,28,Male,TikTok,Video,High,9.63,2,Finance,Organic,1
874,25,Male,Facebook,Video,Medium,32.77,0,Finance,Organic,0
875,43,Male,Facebook,Video,Low,12.76,0,Finance,Paid,0
876,22,Male,TikTok,Video,Medium,5.23,4,Health,Organic,1
877,23,Male,Instagram,Carousel,Medium,17.28,2,Beauty,Organic,1
878,43,Male,Facebook,Video,Medium,3.36,1,Health,Paid,0
879,21,Male,Instagram,Video,High,13.94,4,Finance,Paid,0
880,36,Female,Instagram,Video,Medium,9.16,2,Finance,Paid,0
881,37,Female,Facebook,Video,Low,58.32,0,Beauty,Organic,0
882,50,Female,Facebook,Carousel,High,1.51,2,Finance,Organic,1
883,37,Male,Instagram,Video,High,28.42,0,Health,Organic,0
884,29,Female,Instagram,Carousel,Low,4.84,4,Health,Organic,0
885,18,Female,TikTok,Image,Low,9.22,4,Beauty,Paid,0
886,43,Female,TikTok,Carousel,Low,12.89,3,Health,Organic,0
887,31,Male,Facebook,Carousel,Medium,57.27,3,Health,Organic,1
888,55,Male,TikTok,Video,Medium,6.67,3,Health,Paid,0
889,54,Male,TikTok,Image,Medium,2.3,4,Health,Paid,0
890,28,Male,TikTok,Image,High,9.21,1,Finance,Organic,1
891,53,Female,TikTok,Image,Medium,2.65,4,Health,Paid,1
892,30,Female,Instagram,Image,Low,3.3,2,Beauty,Paid,0
893,20,Female,Facebook,Carousel,Low,20.47,4,Beauty,Organic,0
894,50,Female,TikTok,Image,Medium,1.51,4,Health,Organic,1
895,23,Male,Instagram,Carousel,Low,0.75,0,Beauty,Organic,0
896,27,Male,Instagram,Carousel,Medium,30.08,0,Health,Organic,1
897,22,Male,Instagram,Carousel,High,10.77,0,Beauty,Paid,1
898,40,Female,TikTok,Image,Low,3.22,4,Beauty,Paid,0
899,27,Male,TikTok,Video,Medium,7.02,1,Health,Organic,0
900,19,Male,Facebook,Video,Medium,24.66,2,Health,Organic,1
901,30,Female,TikTok,Image,Medium,7.74,2,Finance,Paid,0
902,57,Female,TikTok,Video,Low,16.37,1,Health,Organic,0
903,19,Male,Instagram,Video,Medium,3.11,1,Health,Organic,0
904,37,Male,Facebook,Carousel,Low,21.29,2,Finance,Organic,1
905,18,Male,TikTok,Carousel,High,9.12,3,Health,Organic,1
906,54,Male,TikTok,Image,Low,23.67,0,Health,Paid,0
907,26,Male,Instagram,Image,Medium,39.66,0,Finance,Organic,0
908,34,Male,Instagram,Video,Medium,22.7,2,Health,Paid,0
909,26,Female,TikTok,Carousel,High,8.41,1,Health,Organic,1
910,28,Female,Facebook,Image,Low,7.09,3,Finance,Organic,1
911,32,Female,Facebook,Image,Low,9.52,2,Finance,Paid,0
912,41,Male,Instagram,Image,Low,4.32,0,Beauty,Organic,1
913,55,Female,Instagram,Image,Low,4.8,4,Health,Paid,0
914,52,Male,TikTok,Image,Low,37.53,1,Beauty,Organic,0
915,47,Male,Instagram,Image,Medium,11.66,4,Beauty,Organic,1
916,48,Female,TikTok,Video,Low,13.74,2,Finance,Organic,0
917,22,Male,Facebook,Carousel,Low,21.64,0,Health,Organic,0
918,31,Male,Facebook,Carousel,High,21.38,3,Health,Organic,1
919,28,Female,TikTok,Image,Low,1.67,4,Finance,Paid,1
920,26,Female,Instagram,Carousel,Low,42.75,3,Beauty,Paid,0
921,51,Female,Facebook,Carousel,Low,4.68,0,Finance,Organic,1
922,29,Male,Instagram,Carousel,High,30.82,4,Health,Organic,1
923,52,Female,Facebook,Image,Low,35.55,3,Finance,Paid,0
924,52,Female,TikTok,Image,High,30.12,3,Health,Paid,1
925,18,Male,TikTok,Carousel,Medium,20.76,4,Beauty,Organic,0
926,57,Female,TikTok,Carousel,Low,0.35,0,Health,Organic,0
927,39,Female,Facebook,Image,High,10.72,3,Beauty,Paid,1
928,46,Female,Instagram,Video,Low,22.28,2,Beauty,Organic,1
929,25,Male,Instagram,Carousel,Low,11.76,4,Health,Paid,0
930,28,Male,Instagram,Video,High,47.79,1,Health,Organic,0
931,58,Male,Facebook,Carousel,Medium,8.86,1,Beauty,Paid,1
932,54,Male,Facebook,Video,Medium,8.34,0,Finance,Paid,0
933,31,Female,Facebook,Video,Low,7.42,2,Health,Organic,1
934,47,Male,Facebook,Video,Medium,9.71,3,Beauty,Paid,1
935,52,Male,Facebook,Image,Medium,19.56,1,Beauty,Organic,1
936,38,Female,Instagram,Video,Low,29.46,0,Finance,Organic,0
937,54,Female,Facebook,Video,Low,26.07,2,Health,Organic,0
938,22,Female,Facebook,Video,Low,39.57,2,Beauty,Organic,0
939,36,Male,Instagram,Carousel,Low,52.1,0,Finance,Paid,0
940,31,Male,Facebook,Video,High,40.64,0,Beauty,Organic,0
941,43,Male,Instagram,Carousel,Medium,0.46,3,Health,Organic,1
942,21,Female,Instagram,Video,High,31.96,0,Finance,Organic,1
943,42,Female,TikTok,Video,Low,5.61,3,Beauty,Organic,1
944,59,Male,TikTok,Image,Medium,3.42,3,Finance,Paid,0
945,42,Female,TikTok,Carousel,Low,24.42,4,Health,Organic,1
946,35,Female,TikTok,Video,Low,9.25,2,Finance,Paid,0
947,57,Female,Facebook,Carousel,Low,1.41,2,Health,Paid,0
948,25,Male,TikTok,Carousel,Low,3.55,2,Beauty,Paid,0
949,56,Female,Instagram,Image,Medium,0.02,4,Health,Organic,0
950,57,Female,Facebook,Image,High,56.05,3,Beauty,Organic,1
951,31,Male,TikTok,Image,Medium,0.6,3,Beauty,Organic,1
952,49,Male,Instagram,Image,Low,5.64,0,Health,Organic,1
953,55,Female,Facebook,Image,Low,12.92,4,Beauty,Paid,0
954,50,Female,Facebook,Image,Low,10.58,0,Finance,Paid,0
955,40,Male,TikTok,Image,Medium,58.26,4,Beauty,Organic,0
956,32,Male,Facebook,Image,Medium,0.99,0,Health,Organic,1
957,50,Female,Instagram,Video,High,17.23,1,Finance,Organic,1
958,42,Female,Facebook,Carousel,Low,27.38,2,Finance,Organic,0
959,34,Female,Instagram,Image,Medium,64.41,2,Beauty,Organic,1
960,50,Female,Facebook,Image,Medium,23.25,3,Beauty,Organic,0
961,19,Male,TikTok,Carousel,Medium,39.08,1,Health,Organic,0
962,31,Female,Instagram,Video,Medium,2.1,2,Finance,Paid,0
963,57,Female,Facebook,Carousel,Medium,11.7,3,Health,Paid,1
964,57,Male,Facebook,Carousel,Medium,11.24,1,Beauty,Paid,0
965,56,Female,Facebook,Image,Low,52.18,2,Finance,Paid,0
966,23,Male,Instagram,Carousel,Medium,3.94,0,Health,Organic,0
967,23,Female,Instagram,Carousel,Low,3.95,4,Health,Organic,0
968,20,Female,Instagram,Image,Medium,9.56,1,Health,Organic,1
969,24,Male,TikTok,Image,Medium,1.34,3,Health,Organic,0
970,25,Male,TikTok,Image,Medium,4.83,1,Health,Organic,1
971,59,Female,Instagram,Image,High,80.6,3,Finance,Paid,1
972,32,Female,Facebook,Carousel,High,13.41,1,Health,Organic,0
973,46,Female,TikTok,Carousel,High,23.99,3,Finance,Paid,1
974,50,Male,Instagram,Video,Medium,31.08,2,Health,Organic,0
975,47,Female,Facebook,Video,Medium,10.97,0,Beauty,Paid,0
976,56,Male,TikTok,Carousel,Medium,3.82,2,Beauty,Organic,1
977,44,Male,Facebook,Video,High,5.55,0,Health,Paid,0
978,53,Female,Facebook,Carousel,Medium,9.02,2,Beauty,Organic,1
979,46,Male,Facebook,Video,High,24.26,2,Finance,Organic,1
980,55,Female,Facebook,Image,High,12.19,1,Health,Organic,1
981,50,Female,TikTok,Video,Medium,0.16,4,Finance,Organic,1
982,54,Female,TikTok,Image,Low,17.79,3,Health,Paid,0
983,44,Female,TikTok,Image,Low,61.08,3,Beauty,Organic,0
984,50,Female,Instagram,Image,High,40.12,3,Finance,Paid,0
985,21,Male,TikTok,Image,Low,41.86,0,Beauty,Organic,0
986,39,Male,Facebook,Video,High,38.04,3,Beauty,Paid,0
987,19,Female,TikTok,Carousel,Medium,9.39,3,Health,Organic,1
988,27,Female,Facebook,Image,Medium,34.78,1,Finance,Organic,0
989,22,Male,Instagram,Video,High,3.71,2,Beauty,Paid,1
990,27,Male,Facebook,Image,Medium,25.73,3,Health,Organic,0
991,50,Male,Facebook,Video,Medium,24.62,4,Health,Organic,0
992,55,Male,Facebook,Video,Medium,0.62,3,Health,Paid,1
993,30,Female,Instagram,Video,Low,37.22,0,Beauty,Organic,0
994,48,Female,TikTok,Carousel,Medium,56.05,0,Health,Paid,0
995,53,Male,TikTok,Video,Low,7.47,0,Finance,Organic,0
996,41,Female,Instagram,Video,High,40.16,3,Finance,Paid,1
997,32,Male,Facebook,Carousel,High,2.06,1,Beauty,Paid,0
998,46,Female,TikTok,Carousel,Low,21.99,4,Finance,Paid,0
999,25,Male,Instagram,Video,Medium,15.96,3,Health,Paid,1
1000,22,Female,TikTok,Carousel,Medium,18.95,1,Beauty,Organic,1
